rating_id,f_hour,f_dow,f_month,f_is_weekend,f_days_into_period,f_gender,f_age_band,f_occupation,f_region,f_release_year,f_film_age_years,f_genre_count,f_is_multi_genre,f_mbr_prior_ratings,f_mbr_prior_likes,f_mbr_like_rate,f_mbr_mean_stars,f_mbr_tenure_days,f_mbr_ratings_per_day,f_mbr_is_new,f_film_prior_ratings,f_film_prior_likes,f_film_like_rate,f_film_mean_stars,f_film_days_on_shelf,f_film_is_new,f_genre_prior_ratings,f_genre_like_rate,f_mbr_stars_spread,f_film_stars_spread,f_mbr_recent_rate,f_mbr_days_since_prev,f_occupation_rate,f_age_band_rate,f_region_rate,f_mbr_vs_portfolio,f_film_vs_portfolio,f_mbr_stars_vs_portfolio,f_genre_vs_member
R00695372,0,2,11,0,0,1,18,19,9,1968.0,32.0,2,1,45.0,34.0,0.718961,4.066667,0.0,45.0,0,538.0,320.0,0.59451,3.644981,209.0,0,6.0,0.721153,0.85375,1.148129,0.75,0.001181,0.535934,0.564425,0.587782,0.137231,0.012781,0.467629,0.002193
R00695373,0,2,11,0,0,1,18,19,9,1987.0,13.0,2,1,45.0,34.0,0.718961,4.066667,0.0,45.0,0,35.0,18.0,0.531505,3.4,204.0,0,13.0,0.67923,0.85375,1.2,0.75,0.001181,0.535934,0.564425,0.587782,0.137231,-0.050224,0.467629,-0.03973
R00695374,0,2,11,0,0,1,18,19,9,1982.0,18.0,4,1,45.0,34.0,0.718961,4.066667,0.0,45.0,0,574.0,367.0,0.638192,3.787456,209.0,0,16.0,0.677884,0.85375,1.015618,0.75,0.001181,0.535934,0.564425,0.587782,0.137231,0.056463,0.467629,-0.041076
R00695375,0,2,11,0,0,1,18,19,9,1985.0,15.0,1,0,45.0,34.0,0.718961,4.066667,0.0,45.0,0,181.0,96.0,0.533579,3.436464,209.0,0,6.0,0.721153,0.85375,1.236014,0.75,0.001181,0.535934,0.564425,0.587782,0.137231,-0.048151,0.467629,0.002193
R00695376,0,2,11,0,0,0,35,1,9,1995.0,5.0,1,0,15.0,8.0,0.554843,3.466667,0.0,15.0,0,269.0,56.0,0.224131,2.513011,209.0,0,4.0,0.498797,1.257864,1.21209,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.357599,-0.132371,-0.056046
R00695377,0,2,11,0,0,0,35,1,9,1994.0,6.0,1,0,15.0,8.0,0.554843,3.466667,0.0,15.0,0,525.0,209.0,0.402199,3.121905,209.0,0,4.0,0.498797,1.257864,1.153213,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.179531,-0.132371,-0.056046
R00695378,0,2,11,0,0,0,35,1,9,1994.0,6.0,1,0,15.0,8.0,0.554843,3.466667,0.0,15.0,0,30.0,8.0,0.356685,2.9,201.0,0,4.0,0.623797,1.257864,0.943398,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.225045,-0.132371,0.068954
R00695379,0,2,11,0,0,0,35,1,9,1989.0,11.0,4,1,15.0,8.0,0.554843,3.466667,0.0,15.0,0,1271.0,751.0,0.590788,3.676633,209.0,0,2.0,0.570054,1.257864,0.961941,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,0.009058,-0.132371,0.015211
R00695380,0,2,11,0,0,0,35,1,9,1997.0,3.0,2,1,15.0,8.0,0.554843,3.466667,0.0,15.0,0,271.0,128.0,0.476964,3.372694,209.0,0,0.0,0.58173,1.257864,0.891448,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.104766,-0.132371,0.026887
R00695381,0,2,11,0,0,0,35,1,9,1961.0,39.0,3,1,15.0,8.0,0.554843,3.466667,0.0,15.0,0,276.0,130.0,0.475628,3.387681,209.0,0,2.0,0.570054,1.257864,0.954619,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.106102,-0.132371,0.015211
R00695382,0,2,11,0,0,0,35,1,9,1992.0,8.0,2,1,15.0,8.0,0.554843,3.466667,0.0,15.0,0,91.0,7.0,0.135736,1.648352,199.0,0,2.0,0.570054,1.257864,0.965033,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.445994,-0.132371,0.015211
R00695383,0,2,11,0,0,0,35,1,9,1988.0,12.0,2,1,15.0,8.0,0.554843,3.466667,0.0,15.0,0,137.0,10.0,0.113965,2.262774,175.0,0,2.0,0.570054,1.257864,0.922311,0.571429,0.000625,0.578805,0.595411,0.587782,-0.026887,-0.467765,-0.132371,0.015211
R00695384,0,2,11,0,0,1,25,17,0,1994.0,6.0,3,1,510.0,314.0,0.614906,3.703922,0.0,510.0,0,431.0,187.0,0.43788,3.24594,209.0,0,7.0,0.42004,1.425463,1.010307,0.35,0.000197,0.583566,0.566582,0.603908,0.033176,-0.14385,0.104883,-0.194866
R00695385,0,2,11,0,0,1,25,17,0,1988.0,12.0,3,1,511.0,314.0,0.61373,3.69863,0.0,511.0,0,578.0,301.0,0.522001,3.489619,209.0,0,176.0,0.553089,1.429073,0.996914,0.4,0.000208,0.583566,0.566582,0.603908,0.032,-0.059728,0.099592,-0.060641
R00695386,0,2,11,0,0,1,25,17,0,1985.0,15.0,3,1,511.0,314.0,0.61373,3.69863,0.0,511.0,0,394.0,241.0,0.61079,3.685279,209.0,0,35.0,0.446399,1.429073,0.90819,0.4,0.000208,0.583566,0.566582,0.603908,0.032,0.02906,0.099592,-0.167331
R00695387,0,2,11,0,0,1,25,12,9,1994.0,6.0,2,1,113.0,28.0,0.279846,2.725664,0.0,113.0,0,473.0,203.0,0.43295,3.137421,209.0,0,51.0,0.333028,1.169281,1.31993,0.45,0.000579,0.609999,0.566582,0.587782,-0.301884,-0.14878,-0.873374,0.053182
R00695388,0,2,11,0,0,1,25,12,9,1993.0,7.0,2,1,113.0,28.0,0.279846,2.725664,0.0,113.0,0,448.0,142.0,0.323871,2.926339,209.0,0,51.0,0.333028,1.169281,1.059154,0.45,0.000579,0.609999,0.566582,0.587782,-0.301884,-0.257859,-0.873374,0.053182
R00695389,0,2,11,0,0,1,25,12,9,1998.0,2.0,4,1,113.0,28.0,0.279846,2.725664,0.0,113.0,0,648.0,260.0,0.404516,3.185185,209.0,0,51.0,0.333028,1.169281,1.024226,0.45,0.000579,0.609999,0.566582,0.587782,-0.301884,-0.177213,-0.873374,0.053182
R00695390,0,2,11,0,0,1,25,12,9,1998.0,2.0,4,1,113.0,28.0,0.279846,2.725664,0.0,113.0,0,793.0,369.0,0.467057,3.238335,209.0,0,51.0,0.333028,1.169281,1.198967,0.45,0.000579,0.609999,0.566582,0.587782,-0.301884,-0.114673,-0.873374,0.053182
R00695391,0,2,11,0,0,1,18,4,0,1994.0,6.0,2,1,500.0,248.0,0.498009,3.262,2.0,250.0,0,188.0,67.0,0.369904,2.984043,209.0,0,70.0,0.414399,1.321119,1.113152,0.15,0.000648,0.575766,0.564425,0.603908,-0.08372,-0.211826,-0.337038,-0.08361
R00695392,0,2,11,0,0,1,35,17,9,1996.0,4.0,3,1,160.0,50.0,0.331283,2.83125,1.0,160.0,0,167.0,39.0,0.256876,2.502994,209.0,0,18.0,0.432692,1.256095,1.270929,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.324854,-0.767788,0.101408
R00695393,0,2,11,0,0,1,35,17,9,1989.0,11.0,1,0,160.0,50.0,0.331283,2.83125,1.0,160.0,0,144.0,16.0,0.147313,2.083333,209.0,0,104.0,0.292938,1.256095,1.044164,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.434417,-0.767788,-0.038346
R00695394,0,2,11,0,0,1,35,17,9,1984.0,16.0,1,0,160.0,50.0,0.331283,2.83125,1.0,160.0,0,112.0,20.0,0.217587,2.169643,209.0,0,104.0,0.292938,1.256095,1.171754,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.364143,-0.767788,-0.038346
R00695395,0,2,11,0,0,1,35,17,9,1998.0,2.0,2,1,160.0,50.0,0.331283,2.83125,1.0,160.0,0,103.0,23.0,0.260702,2.669903,189.0,0,104.0,0.292938,1.256095,1.177362,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.321028,-0.767788,-0.038346
R00695396,0,2,11,0,0,1,35,17,9,1998.0,2.0,2,1,160.0,50.0,0.331283,2.83125,1.0,160.0,0,137.0,41.0,0.322019,2.751825,209.0,0,104.0,0.292938,1.256095,1.170071,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.259711,-0.767788,-0.038346
R00695397,0,2,11,0,0,1,35,17,9,1955.0,45.0,2,1,160.0,50.0,0.331283,2.83125,1.0,160.0,0,38.0,10.0,0.339615,2.763158,204.0,0,104.0,0.292938,1.256095,1.110576,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.242115,-0.767788,-0.038346
R00695398,0,2,11,0,0,1,35,17,9,1989.0,11.0,1,0,160.0,50.0,0.331283,2.83125,1.0,160.0,0,45.0,5.0,0.210189,2.377778,203.0,0,104.0,0.292938,1.256095,0.949594,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.371541,-0.767788,-0.038346
R00695399,0,2,11,0,0,1,35,17,9,1990.0,10.0,3,1,160.0,50.0,0.331283,2.83125,1.0,160.0,0,61.0,12.0,0.26001,2.262295,177.0,0,104.0,0.292938,1.256095,1.158032,0.1,0.000451,0.583566,0.595411,0.587782,-0.250446,-0.321719,-0.767788,-0.038346
R00695400,0,2,11,0,0,1,25,17,0,1996.0,4.0,3,1,513.0,315.0,0.613297,3.693957,0.0,513.0,0,422.0,177.0,0.423919,3.251185,209.0,0,177.0,0.550163,1.431306,0.967939,0.35,0.000231,0.583566,0.566582,0.603908,0.031567,-0.157811,0.094919,-0.063134
R00695401,0,2,11,0,0,1,25,17,0,1959.0,41.0,3,1,513.0,315.0,0.613297,3.693957,0.0,513.0,0,113.0,46.0,0.423846,3.230088,209.0,0,36.0,0.457932,1.431306,0.977706,0.35,0.000231,0.583566,0.566582,0.603908,0.031567,-0.157884,0.094919,-0.155364
R00695402,0,2,11,0,0,1,25,17,0,1985.0,15.0,3,1,513.0,315.0,0.613297,3.693957,0.0,513.0,0,252.0,106.0,0.427957,3.253968,209.0,0,36.0,0.457932,1.431306,1.019154,0.35,0.000231,0.583566,0.566582,0.603908,0.031567,-0.153772,0.094919,-0.155364
R00695403,0,2,11,0,0,1,25,17,0,1990.0,10.0,3,1,513.0,315.0,0.613297,3.693957,0.0,513.0,0,354.0,74.0,0.221259,2.59887,209.0,0,177.0,0.550163,1.431306,1.116187,0.35,0.000231,0.583566,0.566582,0.603908,0.031567,-0.360471,0.094919,-0.063134
R00695404,0,2,11,0,0,0,35,0,9,1940.0,60.0,2,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,430.0,375.0,0.86421,4.313953,209.0,0,11.0,0.651337,0.889842,0.822102,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.28248,0.671232,-0.104253
R00695405,0,2,11,0,0,0,35,0,9,1935.0,65.0,3,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,166.0,141.0,0.831353,4.138554,210.0,0,11.0,0.651337,0.889842,0.849568,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.249623,0.671232,-0.104253
R00695406,0,2,11,0,0,0,35,0,9,1951.0,49.0,4,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,772.0,657.0,0.846914,4.262953,209.0,0,6.0,0.665598,0.889842,0.820417,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.265184,0.671232,-0.089993
R00695407,0,2,11,0,0,0,35,0,9,1992.0,8.0,3,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,887.0,555.0,0.625118,3.718151,210.0,0,6.0,0.610042,0.889842,0.993518,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.043388,0.671232,-0.145548
R00695408,0,2,11,0,0,0,35,0,9,1992.0,8.0,2,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,471.0,349.0,0.73702,3.987261,210.0,0,11.0,0.651337,0.889842,0.981705,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.15529,0.671232,-0.104253
R00695409,0,2,11,0,0,0,35,0,9,1967.0,33.0,2,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,877.0,727.0,0.825625,4.246294,209.0,0,6.0,0.610042,0.889842,0.826307,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.243895,0.671232,-0.145548
R00695410,0,2,11,0,0,0,35,0,9,1953.0,47.0,3,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,257.0,198.0,0.76201,4.085603,209.0,0,6.0,0.610042,0.889842,0.86909,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.18028,0.671232,-0.145548
R00695411,0,2,11,0,0,0,35,0,9,1938.0,62.0,4,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,142.0,112.0,0.772602,4.197183,210.0,0,11.0,0.651337,0.889842,0.841188,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.190873,0.671232,-0.104253
R00695412,0,2,11,0,0,0,35,0,9,1982.0,18.0,2,1,74.0,58.0,0.75559,4.27027,0.0,74.0,0,297.0,223.0,0.744274,3.922559,209.0,0,6.0,0.610042,0.889842,0.870811,0.85,0.000718,0.551976,0.595411,0.587782,0.17386,0.162545,0.671232,-0.145548
R00695413,0,2,11,0,0,1,1,10,4,1985.0,15.0,2,1,45.0,15.0,0.385627,2.977778,0.0,45.0,0,290.0,82.0,0.294638,2.889655,209.0,0,19.0,0.450992,0.999753,1.04464,0.45,0.000324,0.56441,0.574904,0.567586,-0.196102,-0.287092,-0.62126,0.065365
R00695414,0,2,11,0,0,1,18,4,0,1996.0,4.0,2,1,501.0,248.0,0.497039,3.259481,2.0,250.5,0,7.0,1.0,0.42004,2.428571,183.0,0,128.0,0.578434,1.321001,1.049781,0.15,0.000845,0.575766,0.564425,0.603908,-0.084691,-0.16169,-0.339557,0.081395
R00695415,0,2,11,0,0,1,25,12,9,1996.0,4.0,2,1,117.0,29.0,0.278921,2.726496,0.0,117.0,0,451.0,136.0,0.308814,2.911308,209.0,0,55.0,0.328071,1.15931,1.047066,0.35,0.000289,0.609999,0.566582,0.587782,-0.302809,-0.272916,-0.872542,0.04915
R00695416,0,2,11,0,0,1,25,12,9,1993.0,7.0,3,1,117.0,29.0,0.278921,2.726496,0.0,117.0,0,486.0,181.0,0.377471,3.104938,209.0,0,55.0,0.328071,1.15931,1.020014,0.35,0.000289,0.609999,0.566582,0.587782,-0.302809,-0.204258,-0.872542,0.04915
R00695417,0,2,11,0,0,1,25,12,9,1996.0,4.0,4,1,117.0,29.0,0.278921,2.726496,0.0,117.0,0,804.0,336.0,0.42032,3.192786,209.0,0,55.0,0.328071,1.15931,1.091075,0.35,0.000289,0.609999,0.566582,0.587782,-0.302809,-0.16141,-0.872542,0.04915
R00695418,0,2,11,0,0,1,25,12,9,1998.0,2.0,2,1,117.0,29.0,0.278921,2.726496,0.0,117.0,0,270.0,101.0,0.38291,3.162963,209.0,0,55.0,0.328071,1.15931,0.959995,0.35,0.000289,0.609999,0.566582,0.587782,-0.302809,-0.198819,-0.872542,0.04915
R00695419,0,2,11,0,0,0,25,12,4,1971.0,29.0,2,1,395.0,329.0,0.825506,4.177215,1.0,395.0,0,32.0,8.0,0.340472,2.875,209.0,0,8.0,0.699038,1.033116,1.053269,0.6,0.007836,0.609999,0.566582,0.567586,0.243776,-0.241258,0.578177,-0.126468
R00695420,0,2,11,0,0,1,18,4,9,1995.0,5.0,4,1,847.0,437.0,0.516858,3.504132,1.0,847.0,0,234.0,84.0,0.36984,2.935897,209.0,0,195.0,0.560294,1.057796,1.180393,0.4,0.000602,0.575766,0.564425,0.587782,-0.064872,-0.211889,-0.094906,0.043436
R00695421,0,2,11,0,0,1,18,4,9,1995.0,5.0,2,1,847.0,437.0,0.516858,3.504132,1.0,847.0,0,447.0,100.0,0.233074,2.604027,209.0,0,195.0,0.560294,1.057796,1.145864,0.4,0.000602,0.575766,0.564425,0.587782,-0.064872,-0.348656,-0.094906,0.043436
R00695422,0,2,11,0,0,1,18,4,9,1993.0,7.0,3,1,847.0,437.0,0.516858,3.504132,1.0,847.0,0,487.0,181.0,0.376715,3.102669,209.0,0,195.0,0.560294,1.057796,1.020193,0.4,0.000602,0.575766,0.564425,0.587782,-0.064872,-0.205015,-0.094906,0.043436
R00695423,0,2,11,0,0,1,1,10,4,1997.0,3.0,2,1,46.0,15.0,0.378979,2.978261,0.0,46.0,0,99.0,14.0,0.189016,2.171717,207.0,0,5.0,0.645927,0.988832,1.137429,0.45,0.000509,0.56441,0.574904,0.567586,-0.202751,-0.392714,-0.620777,0.266948
R00695424,0,2,11,0,0,1,18,4,0,1999.0,1.0,1,0,502.0,248.0,0.496072,3.25498,2.0,251.0,0,379.0,156.0,0.416831,3.192612,209.0,0,71.0,0.409407,1.323525,1.066322,0.1,0.000417,0.575766,0.564425,0.603908,-0.085658,-0.164899,-0.344058,-0.086665
R00695425,0,2,11,0,0,1,18,4,0,1987.0,13.0,1,0,502.0,248.0,0.496072,3.25498,2.0,251.0,0,189.0,77.0,0.417815,3.285714,208.0,0,71.0,0.409407,1.323525,0.843812,0.1,0.000417,0.575766,0.564425,0.603908,-0.085658,-0.163915,-0.344058,-0.086665
R00695426,0,2,11,0,0,0,35,1,9,1997.0,3.0,2,1,23.0,11.0,0.513736,3.173913,0.0,23.0,0,157.0,53.0,0.354916,3.152866,209.0,0,6.0,0.498931,1.493527,0.931854,0.45,0.000521,0.578805,0.595411,0.587782,-0.067994,-0.226814,-0.425125,-0.014805
R00695427,0,2,11,0,0,0,35,1,9,1991.0,9.0,1,0,23.0,11.0,0.513736,3.173913,0.0,23.0,0,501.0,181.0,0.366434,3.157685,209.0,0,6.0,0.498931,1.493527,0.967065,0.45,0.000521,0.578805,0.595411,0.587782,-0.067994,-0.215296,-0.425125,-0.014805
R00695428,0,2,11,0,0,1,25,17,0,1997.0,3.0,3,1,517.0,315.0,0.608659,3.68472,0.0,517.0,0,204.0,37.0,0.203615,2.534314,209.0,0,8.0,0.399038,1.43162,1.054309,0.25,0.000301,0.583566,0.566582,0.603908,0.02693,-0.378115,0.085681,-0.209621
R00695429,0,2,11,0,0,1,25,17,0,1992.0,8.0,3,1,517.0,315.0,0.608659,3.68472,0.0,517.0,0,300.0,78.0,0.272374,2.6,209.0,0,179.0,0.544402,1.43162,1.216553,0.25,0.000301,0.583566,0.566582,0.603908,0.02693,-0.309356,0.085681,-0.064257
R00695430,0,2,11,0,0,1,25,17,0,1991.0,9.0,3,1,517.0,315.0,0.608659,3.68472,0.0,517.0,0,163.0,15.0,0.125604,2.104294,209.0,0,179.0,0.544402,1.43162,1.08878,0.25,0.000301,0.583566,0.566582,0.603908,0.02693,-0.456125,0.085681,-0.064257
R00695431,0,2,11,0,0,1,25,17,0,1991.0,9.0,2,1,517.0,315.0,0.608659,3.68472,0.0,517.0,0,510.0,168.0,0.335212,3.023529,209.0,0,38.0,0.439615,1.43162,1.07714,0.25,0.000301,0.583566,0.566582,0.603908,0.02693,-0.246518,0.085681,-0.169044
R00695432,0,2,11,0,0,1,35,17,9,1982.0,18.0,1,0,168.0,51.0,0.322115,2.791667,1.0,168.0,0,45.0,4.0,0.192645,2.044444,209.0,0,111.0,0.284396,1.26234,0.987827,0.1,0.000428,0.583566,0.595411,0.587782,-0.259614,-0.389085,-0.807371,-0.037719
R00695433,0,2,11,0,0,1,35,17,9,1994.0,6.0,1,0,168.0,51.0,0.322115,2.791667,1.0,168.0,0,31.0,3.0,0.232111,1.806452,198.0,0,111.0,0.284396,1.26234,1.060108,0.1,0.000428,0.583566,0.595411,0.587782,-0.259614,-0.349619,-0.807371,-0.037719
R00695434,0,2,11,0,0,1,35,17,9,1986.0,14.0,3,1,168.0,51.0,0.322115,2.791667,1.0,168.0,0,31.0,2.0,0.208855,1.935484,190.0,0,19.0,0.418734,1.26234,0.913536,0.1,0.000428,0.583566,0.595411,0.587782,-0.259614,-0.372875,-0.807371,0.096619
R00695435,0,2,11,0,0,1,25,12,9,1994.0,6.0,1,0,121.0,29.0,0.270532,2.719008,0.0,121.0,0,92.0,19.0,0.249815,2.684783,209.0,0,59.0,0.309588,1.144322,1.010051,0.3,0.000336,0.609999,0.566582,0.587782,-0.311198,-0.331915,-0.88003,0.039056
R00695436,0,2,11,0,0,1,18,19,9,1976.0,24.0,1,0,49.0,38.0,0.737389,4.122449,0.0,49.0,0,295.0,183.0,0.61883,3.644068,209.0,0,8.0,0.749038,0.848351,1.047397,0.85,0.000775,0.535934,0.564425,0.587782,0.15566,0.0371,0.523411,0.011648
R00695437,0,2,11,0,0,1,18,19,9,1996.0,4.0,2,1,49.0,38.0,0.737389,4.122449,0.0,49.0,0,640.0,371.0,0.579725,3.559375,209.0,0,8.0,0.749038,0.848351,1.042641,0.85,0.000775,0.535934,0.564425,0.587782,0.15566,-0.002005,0.523411,0.011648
R00695438,0,2,11,0,0,1,18,19,9,1968.0,32.0,2,1,49.0,38.0,0.737389,4.122449,0.0,49.0,0,482.0,329.0,0.680123,3.811203,209.0,0,8.0,0.749038,0.848351,1.069978,0.85,0.000775,0.535934,0.564425,0.587782,0.15566,0.098393,0.523411,0.011648
R00695439,0,2,11,0,0,1,25,17,0,1996.0,4.0,5,1,521.0,315.0,0.604091,3.664107,0.0,521.0,0,395.0,79.0,0.211255,2.63038,209.0,0,39.0,0.430995,1.445238,1.057864,0.25,0.000185,0.583566,0.566582,0.603908,0.022362,-0.370475,0.065069,-0.173096
R00695440,0,2,11,0,0,1,25,17,0,1996.0,4.0,3,1,521.0,315.0,0.604091,3.664107,0.0,521.0,0,85.0,1.0,0.082276,1.494118,193.0,0,9.0,0.380036,1.445238,0.820667,0.25,0.000185,0.583566,0.566582,0.603908,0.022362,-0.499454,0.065069,-0.224055
R00695441,0,2,11,0,0,1,1,10,4,1994.0,6.0,2,1,47.0,15.0,0.372555,2.957447,0.0,47.0,0,103.0,10.0,0.147659,2.203883,201.0,0,6.0,0.610042,0.988389,1.036791,0.45,0.000486,0.56441,0.574904,0.567586,-0.209175,-0.434071,-0.641591,0.237487
R00695442,0,2,11,0,0,1,1,10,4,1995.0,5.0,4,1,47.0,15.0,0.372555,2.957447,0.0,47.0,0,150.0,15.0,0.135684,2.226667,209.0,0,20.0,0.436899,0.988389,1.000977,0.45,0.000486,0.56441,0.574904,0.567586,-0.209175,-0.446046,-0.641591,0.064343
R00695443,0,2,11,0,0,0,35,0,9,1995.0,5.0,2,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,578.0,440.0,0.757595,4.015571,210.0,0,10.0,0.680944,0.860582,0.919662,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.175865,0.702167,-0.097801
R00695444,0,2,11,0,0,0,35,0,9,1994.0,6.0,4,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,317.0,219.0,0.686872,3.84858,210.0,0,10.0,0.680944,0.860582,0.983671,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.105142,0.702167,-0.097801
R00695445,0,2,11,0,0,0,35,0,9,1993.0,7.0,2,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,188.0,148.0,0.774904,4.095745,210.0,0,10.0,0.680944,0.860582,0.838808,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.193174,0.702167,-0.097801
R00695446,0,2,11,0,0,0,35,0,9,1939.0,61.0,3,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,841.0,598.0,0.709239,4.003567,210.0,0,10.0,0.680944,0.860582,1.066733,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.127509,0.702167,-0.097801
R00695447,0,2,11,0,0,0,35,0,9,1940.0,60.0,2,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,254.0,205.0,0.79692,4.177165,209.0,0,0.0,0.58173,0.860582,0.815759,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.21519,0.702167,-0.197015
R00695448,0,2,11,0,0,0,35,0,9,1986.0,14.0,2,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,403.0,298.0,0.734893,4.014888,209.0,0,10.0,0.680944,0.860582,0.973483,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.153164,0.702167,-0.097801
R00695449,0,2,11,0,0,0,35,0,9,1998.0,2.0,2,1,83.0,67.0,0.778745,4.301205,0.0,83.0,0,1742.0,1375.0,0.787902,4.122273,210.0,0,15.0,0.702991,0.860582,0.950846,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.206173,0.702167,-0.075754
R00695450,0,2,11,0,0,0,35,0,9,1998.0,2.0,1,0,83.0,67.0,0.778745,4.301205,0.0,83.0,0,20.0,15.0,0.686899,3.95,209.0,0,0.0,0.58173,0.860582,1.023474,0.85,0.000498,0.551976,0.595411,0.587782,0.197015,0.105169,0.702167,-0.197015
R00695451,0,2,11,0,0,1,18,4,0,1997.0,3.0,3,1,504.0,249.0,0.496087,3.253968,2.0,252.0,0,391.0,146.0,0.379605,3.048593,209.0,0,189.0,0.567068,1.322495,1.112676,0.1,0.000324,0.575766,0.564425,0.603908,-0.085643,-0.202125,-0.34507,0.070982
R00695452,0,2,11,0,0,1,18,19,9,1979.0,21.0,2,1,52.0,41.0,0.749699,4.134615,0.0,52.0,0,262.0,107.0,0.415988,3.183206,209.0,0,11.0,0.781772,0.832717,1.174159,0.9,0.000185,0.535934,0.564425,0.587782,0.16797,-0.165742,0.535577,0.032073
R00695453,0,2,11,0,0,1,18,4,9,1996.0,4.0,2,1,850.0,438.0,0.516219,3.503529,1.0,850.0,0,75.0,15.0,0.252652,2.693333,201.0,0,198.0,0.557051,1.056347,0.951817,0.35,0.000509,0.575766,0.564425,0.587782,-0.065511,-0.329077,-0.095509,0.040832
R00695454,0,2,11,0,0,1,18,4,9,1986.0,14.0,3,1,850.0,438.0,0.516219,3.503529,1.0,850.0,0,318.0,54.0,0.18479,2.638365,209.0,0,198.0,0.557051,1.056347,0.983211,0.35,0.000509,0.575766,0.564425,0.587782,-0.065511,-0.39694,-0.095509,0.040832
R00695455,0,2,11,0,0,1,25,12,9,1993.0,7.0,2,1,122.0,29.0,0.268513,2.704918,0.0,122.0,0,218.0,115.0,0.530351,3.495413,208.0,0,60.0,0.305288,1.150114,0.924924,0.25,0.00059,0.609999,0.566582,0.587782,-0.313217,-0.051379,-0.89412,0.036775
R00695456,0,2,11,0,0,1,25,12,9,1990.0,10.0,3,1,122.0,29.0,0.268513,2.704918,0.0,122.0,0,264.0,80.0,0.315148,2.871212,209.0,0,60.0,0.305288,1.150114,1.096864,0.25,0.00059,0.609999,0.566582,0.587782,-0.313217,-0.266582,-0.89412,0.036775
R00695457,0,2,11,0,0,1,25,12,9,1998.0,2.0,2,1,122.0,29.0,0.268513,2.704918,0.0,122.0,0,133.0,56.0,0.43435,2.984962,206.0,0,60.0,0.305288,1.150114,1.226186,0.25,0.00059,0.609999,0.566582,0.587782,-0.313217,-0.14738,-0.89412,0.036775
R00695458,0,2,11,0,0,1,35,15,2,1995.0,5.0,2,1,116.0,50.0,0.445162,3.396552,1.0,116.0,0,717.0,444.0,0.618629,3.661088,209.0,0,9.0,0.570512,0.818739,1.085369,0.3,0.005903,0.615716,0.595411,0.582548,-0.136568,0.0369,-0.202486,0.12535
R00695459,0,2,11,0,0,1,35,15,2,1992.0,8.0,2,1,116.0,50.0,0.445162,3.396552,1.0,116.0,0,547.0,390.0,0.710162,3.954296,210.0,0,9.0,0.570512,0.818739,0.984206,0.3,0.005903,0.615716,0.595411,0.582548,-0.136568,0.128433,-0.202486,0.12535
