flight_id,tail_number,departed_at,risk_score,watch
F00228951,N8570W,2024-02-07 13:25:00,3.3e-05,0
F00228952,N8572X,2024-02-07 13:25:00,0.009151,0
F00228953,N8626B,2024-02-07 13:25:00,0.000681,0
F00228954,N8674B,2024-02-07 13:25:00,0.00242,0
F00228955,N8676A,2024-02-07 13:25:00,0.012808,0
F00228956,N8710M,2024-02-07 13:25:00,0.001159,0
F00228957,N8773Q,2024-02-07 13:25:00,2.1e-05,0
F00228958,N8824Q,2024-02-07 13:25:00,0.000171,0
F00228959,N910AU,2024-02-07 13:25:00,5.3e-05,0
F00228960,N920EV,2024-02-07 13:25:00,0.002031,0
F00228961,N932WN,2024-02-07 13:25:00,0.002184,0
F00228962,N958SW,2024-02-07 13:25:00,0.004701,0
F00228963,N963SW,2024-02-07 13:25:00,0.002332,0
F00228964,N166SY,2024-02-07 13:26:00,0.007606,0
F00228965,N338PK,2024-02-07 13:26:00,0.000196,0
F00228966,N743SK,2024-02-07 13:26:00,0.386048,1
F00228967,N886NN,2024-02-07 13:26:00,0.000204,0
F00228968,N168SY,2024-02-07 13:27:00,0.000396,0
F00228969,N612UX,2024-02-07 13:27:00,0.002668,0
F00228970,N817AN,2024-02-07 13:28:00,0.000209,0
F00228971,N936NN,2024-02-07 13:29:00,2.6e-05,0
F00228972,N965NN,2024-02-07 13:29:00,0.000281,0
F00228973,N113DX,2024-02-07 13:30:00,1.5e-05,0
F00228974,N135SY,2024-02-07 13:30:00,0.041824,0
F00228975,N190DN,2024-02-07 13:30:00,5.6e-05,0
F00228976,N219WN,2024-02-07 13:30:00,0.001631,0
F00228977,N231WN,2024-02-07 13:30:00,0.001316,0
F00228978,N232WN,2024-02-07 13:30:00,0.014034,0
F00228979,N261WN,2024-02-07 13:30:00,0.523815,1
F00228980,N281SY,2024-02-07 13:30:00,0.000202,0
F00228981,N297WN,2024-02-07 13:30:00,0.029186,0
F00228982,N301NB,2024-02-07 13:30:00,7.2e-05,0
F00228983,N323RM,2024-02-07 13:30:00,0.000233,0
F00228984,N324DU,2024-02-07 13:30:00,0.027373,0
F00228985,N334NW,2024-02-07 13:30:00,0.000247,0
F00228986,N342PM,2024-02-07 13:30:00,0.00041,0
F00228987,N369NB,2024-02-07 13:30:00,0.000225,0
F00228988,N389DA,2024-02-07 13:30:00,1.2e-05,0
F00228989,N423WN,2024-02-07 13:30:00,0.000249,0
F00228990,N438AN,2024-02-07 13:30:00,1.7e-05,0
F00228991,N547US,2024-02-07 13:30:00,0.00024,0
F00228992,N602UX,2024-02-07 13:30:00,0.028085,0
F00228993,N614UX,2024-02-07 13:30:00,0.003346,0
F00228994,N6706Q,2024-02-07 13:30:00,0.000235,0
F00228995,N750UW,2024-02-07 13:30:00,3.4e-05,0
F00228996,N7713A,2024-02-07 13:30:00,5.1e-05,0
F00228997,N7730A,2024-02-07 13:30:00,0.007916,0
F00228998,N7832A,2024-02-07 13:30:00,2.1e-05,0
F00228999,N7851A,2024-02-07 13:30:00,0.002242,0
F00229000,N8305E,2024-02-07 13:30:00,0.00226,0
F00229001,N8559Q,2024-02-07 13:30:00,0.000266,0
F00229002,N8573Z,2024-02-07 13:30:00,7.3e-05,0
F00229003,N8735L,2024-02-07 13:30:00,2.7e-05,0
F00229004,N8810L,2024-02-07 13:30:00,0.002209,0
F00229005,N8902Q,2024-02-07 13:30:00,0.03078,0
F00229006,N915WN,2024-02-07 13:30:00,0.001222,0
F00229007,N159AN,2024-02-07 13:31:00,4.2e-05,0
F00229008,N788SK,2024-02-07 13:31:00,0.068397,0
F00229009,N125UW,2024-02-07 13:32:00,0.000109,0
F00229010,N139AN,2024-02-07 13:32:00,2.7e-05,0
F00229011,N693DL,2024-02-07 13:32:00,0.00028,0
F00229012,N933AN,2024-02-07 13:32:00,2.4e-05,0
F00229013,N971SW,2024-02-07 13:33:00,0.000162,0
F00229014,N291SY,2024-02-07 13:34:00,0.000141,0
F00229015,N556NW,2024-02-07 13:34:00,0.000356,0
F00229016,N771SK,2024-02-07 13:34:00,0.014284,0
F00229017,N897NN,2024-02-07 13:34:00,2.8e-05,0
F00229018,N119DU,2024-02-07 13:35:00,0.000465,0
F00229019,N199SY,2024-02-07 13:35:00,0.000258,0
F00229020,N208WN,2024-02-07 13:35:00,0.001766,0
F00229021,N273SY,2024-02-07 13:35:00,0.009344,0
F00229022,N301DU,2024-02-07 13:35:00,0.000175,0
F00229023,N3730B,2024-02-07 13:35:00,0.00034,0
F00229024,N479WN,2024-02-07 13:35:00,3.1e-05,0
F00229025,N522DA,2024-02-07 13:35:00,0.000223,0
F00229026,N567WN,2024-02-07 13:35:00,0.292994,1
F00229027,N601AW,2024-02-07 13:35:00,1.1e-05,0
F00229028,N7812G,2024-02-07 13:35:00,9.4e-05,0
F00229029,N8555Z,2024-02-07 13:35:00,8.2e-05,0
F00229030,N8800L,2024-02-07 13:35:00,0.002378,0
F00229031,N904WN,2024-02-07 13:35:00,2.8e-05,0
F00229032,N929SW,2024-02-07 13:35:00,0.00539,0
F00229033,N152AA,2024-02-07 13:36:00,0.000349,0
F00229034,N164NN,2024-02-07 13:36:00,2.8e-05,0
F00229035,N196UW,2024-02-07 13:36:00,2.4e-05,0
F00229036,N733UW,2024-02-07 13:36:00,0.010434,0
F00229037,N940NN,2024-02-07 13:36:00,0.000234,0
F00229038,N764US,2024-02-07 13:37:00,0.000171,0
F00229039,N820NN,2024-02-07 13:37:00,4.5e-05,0
F00229040,N979AT,2024-02-07 13:37:00,2.4e-05,0
F00229041,N446AN,2024-02-07 13:38:00,0.000279,0
F00229042,N754UW,2024-02-07 13:38:00,0.001238,0
F00229043,N798AN,2024-02-07 13:39:00,7.8e-05,0
F00229044,N922US,2024-02-07 13:39:00,0.000448,0
F00229045,N111US,2024-02-07 13:40:00,2.4e-05,0
F00229046,N118SY,2024-02-07 13:40:00,3.8e-05,0
F00229047,N201LV,2024-02-07 13:40:00,0.009587,0
F00229048,N293SY,2024-02-07 13:40:00,0.001688,0
F00229049,N309DN,2024-02-07 13:40:00,0.000624,0
F00229050,N316PF,2024-02-07 13:40:00,0.000106,0
F00229051,N326US,2024-02-07 13:40:00,0.000252,0
F00229052,N397DA,2024-02-07 13:40:00,0.001283,0
F00229053,N535US,2024-02-07 13:40:00,0.000122,0
F00229054,N615UX,2024-02-07 13:40:00,0.029243,0
F00229055,N625UX,2024-02-07 13:40:00,0.020368,0
F00229056,N706SK,2024-02-07 13:40:00,0.286021,1
F00229057,N7885A,2024-02-07 13:40:00,3.6e-05,0
F00229058,N830AW,2024-02-07 13:40:00,0.000604,0
F00229059,N850NN,2024-02-07 13:40:00,0.000834,0
F00229060,N8535S,2024-02-07 13:40:00,0.000106,0
F00229061,N8604K,2024-02-07 13:40:00,0.001513,0
F00229062,N8639B,2024-02-07 13:40:00,0.015257,0
F00229063,N8687A,2024-02-07 13:40:00,0.019856,0
F00229064,N8737L,2024-02-07 13:40:00,0.000445,0
F00229065,N882DN,2024-02-07 13:40:00,0.000189,0
F00229066,N8894Q,2024-02-07 13:40:00,3.5e-05,0
F00229067,N925WN,2024-02-07 13:40:00,0.000159,0
F00229068,N943DZ,2024-02-07 13:40:00,1.8e-05,0
F00229069,N945AT,2024-02-07 13:40:00,0.000518,0
F00229070,N949WN,2024-02-07 13:40:00,0.000322,0
F00229071,N960SW,2024-02-07 13:40:00,0.200316,1
F00229072,N982NN,2024-02-07 13:40:00,0.000197,0
F00229073,N942NN,2024-02-07 13:41:00,2.4e-05,0
F00229074,N378NW,2024-02-07 13:42:00,0.000144,0
F00229075,N807NN,2024-02-07 13:42:00,0.000253,0
F00229076,N124AA,2024-02-07 13:43:00,9e-06,0
F00229077,N350RV,2024-02-07 13:43:00,0.00014,0
F00229078,N157AA,2024-02-07 13:44:00,1e-05,0
F00229079,N753EV,2024-02-07 13:44:00,0.001631,0
F00229080,N812AW,2024-02-07 13:44:00,0.000243,0
F00229081,N927AN,2024-02-07 13:44:00,0.000206,0
F00229082,N151AN,2024-02-07 13:45:00,4.3e-05,0
F00229083,N314RH,2024-02-07 13:45:00,0.00022,0
F00229084,N338NB,2024-02-07 13:45:00,9.1e-05,0
F00229085,N407SY,2024-02-07 13:45:00,0.000311,0
F00229086,N429WN,2024-02-07 13:45:00,0.000228,0
F00229087,N493WN,2024-02-07 13:45:00,0.002024,0
F00229088,N589NW,2024-02-07 13:45:00,0.000172,0
F00229089,N772XF,2024-02-07 13:45:00,0.136396,1
F00229090,N7828A,2024-02-07 13:45:00,2.7e-05,0
F00229091,N7866A,2024-02-07 13:45:00,0.009167,0
F00229092,N8624J,2024-02-07 13:45:00,3e-05,0
F00229093,N8648A,2024-02-07 13:45:00,0.00237,0
F00229094,N8656B,2024-02-07 13:45:00,1.4e-05,0
F00229095,N883DN,2024-02-07 13:45:00,0.000246,0
F00229096,N8870K,2024-02-07 13:45:00,0.000139,0
F00229097,N8875B,2024-02-07 13:45:00,0.002676,0
F00229098,N914EV,2024-02-07 13:45:00,0.003304,0
F00229099,N804SK,2024-02-07 13:46:00,0.001381,0
F00229100,N943NN,2024-02-07 13:46:00,0.000246,0
F00229101,N121SY,2024-02-07 13:47:00,0.008629,0
F00229102,N551UW,2024-02-07 13:47:00,0.000488,0
F00229103,N514SY,2024-02-07 13:48:00,0.000137,0
F00229104,N649AW,2024-02-07 13:48:00,0.00013,0
F00229105,N774XF,2024-02-07 13:48:00,0.000973,0
F00229106,N952DZ,2024-02-07 13:48:00,3.2e-05,0
F00229107,N413AN,2024-02-07 13:49:00,0.000297,0
F00229108,N608UX,2024-02-07 13:49:00,8.8e-05,0
F00229109,N214WN,2024-02-07 13:50:00,0.001987,0
F00229110,N317DN,2024-02-07 13:50:00,0.000424,0
F00229111,N339DN,2024-02-07 13:50:00,0.000378,0
F00229112,N403WN,2024-02-07 13:50:00,0.00607,0
F00229113,N443WN,2024-02-07 13:50:00,0.000139,0
F00229114,N447WN,2024-02-07 13:50:00,0.001406,0
F00229115,N7751A,2024-02-07 13:50:00,0.000192,0
F00229116,N778SK,2024-02-07 13:50:00,0.004433,0
F00229117,N7853B,2024-02-07 13:50:00,4.5e-05,0
F00229118,N8809L,2024-02-07 13:50:00,0.000126,0
F00229119,N971NN,2024-02-07 13:50:00,1.5e-05,0
F00229120,N111ZM,2024-02-07 13:52:00,6.7e-05,0
F00229121,N608SK,2024-02-07 13:52:00,0.001163,0
F00229122,N6705Y,2024-02-07 13:52:00,0.000237,0
F00229123,N801AW,2024-02-07 13:52:00,3.1e-05,0
F00229124,N913NN,2024-02-07 13:52:00,2.6e-05,0
F00229125,N913EV,2024-02-07 13:53:00,0.000312,0
F00229126,N103SY,2024-02-07 13:55:00,0.003061,0
F00229127,N128SY,2024-02-07 13:55:00,0.011769,0
F00229128,N153SY,2024-02-07 13:55:00,0.000127,0
F00229129,N181UW,2024-02-07 13:55:00,4.7e-05,0
F00229130,N271SY,2024-02-07 13:55:00,0.005009,0
F00229131,N294WN,2024-02-07 13:55:00,0.016804,0
F00229132,N327NW,2024-02-07 13:55:00,0.000154,0
F00229133,N378DN,2024-02-07 13:55:00,0.000341,0
F00229134,N505DZ,2024-02-07 13:55:00,0.00025,0
F00229135,N565WN,2024-02-07 13:55:00,0.002075,0
F00229136,N622UX,2024-02-07 13:55:00,0.00023,0
F00229137,N828AW,2024-02-07 13:55:00,0.064895,0
F00229138,N8536Z,2024-02-07 13:55:00,0.001455,0
F00229139,N8554X,2024-02-07 13:55:00,0.001994,0
F00229140,N8575Z,2024-02-07 13:55:00,2.7e-05,0
F00229141,N8615E,2024-02-07 13:55:00,0.000191,0
F00229142,N8683D,2024-02-07 13:55:00,6.6e-05,0
F00229143,N900EV,2024-02-07 13:55:00,0.000549,0
F00229144,N906AN,2024-02-07 13:55:00,3.3e-05,0
F00229145,N917SW,2024-02-07 13:55:00,0.01985,0
F00229146,N931WN,2024-02-07 13:55:00,0.008665,0
F00229147,N961AT,2024-02-07 13:55:00,0.000168,0
F00229148,N149SY,2024-02-07 13:56:00,0.003821,0
F00229149,N688DL,2024-02-07 13:56:00,0.000356,0
F00229150,N324US,2024-02-07 13:57:00,0.000517,0
F00229151,N365NW,2024-02-07 13:57:00,0.000363,0
F00229152,N960DZ,2024-02-07 13:57:00,0.00055,0
F00229153,N3766,2024-02-07 13:58:00,6.4e-05,0
F00229154,N466SW,2024-02-07 13:58:00,0.178021,1
F00229155,N3763D,2024-02-07 13:59:00,0.00022,0
F00229156,N380DN,2024-02-07 13:59:00,0.000459,0
F00229157,N391DA,2024-02-07 13:59:00,0.179667,1
F00229158,N756AM,2024-02-07 13:59:00,0.000181,0
F00229159,N785SK,2024-02-07 13:59:00,0.006197,0
F00229160,N941DZ,2024-02-07 13:59:00,0.000105,0
F00229161,N110DX,2024-02-07 14:00:00,0.000373,0
F00229162,N142SY,2024-02-07 14:00:00,4.8e-05,0
F00229163,N200SY,2024-02-07 14:00:00,0.004768,0
F00229164,N211WN,2024-02-07 14:00:00,1.3e-05,0
F00229165,N257WN,2024-02-07 14:00:00,3.7e-05,0
F00229166,N310DU,2024-02-07 14:00:00,4.5e-05,0
F00229167,N373NW,2024-02-07 14:00:00,1.5e-05,0
F00229168,N3771K,2024-02-07 14:00:00,0.001147,0
F00229169,N487WN,2024-02-07 14:00:00,3.5e-05,0
F00229170,N788SA,2024-02-07 14:00:00,0.102956,1
F00229171,N8317M,2024-02-07 14:00:00,0.03292,0
F00229172,N8321D,2024-02-07 14:00:00,0.00206,0
F00229173,N8517F,2024-02-07 14:00:00,0.00211,0
F00229174,N8671D,2024-02-07 14:00:00,2.3e-05,0
F00229175,N8698B,2024-02-07 14:00:00,2.2e-05,0
F00229176,N8723Q,2024-02-07 14:00:00,0.006353,0
F00229177,N8755L,2024-02-07 14:00:00,5.6e-05,0
F00229178,N8827Q,2024-02-07 14:00:00,3.1e-05,0
F00229179,N8842L,2024-02-07 14:00:00,0.00153,0
F00229180,N8878L,2024-02-07 14:00:00,5.2e-05,0
F00229181,N8917Q,2024-02-07 14:00:00,0.002416,0
F00229182,N892AT,2024-02-07 14:00:00,0.000371,0
F00229183,N897DN,2024-02-07 14:00:00,0.0001,0
F00229184,N946DZ,2024-02-07 14:00:00,0.000398,0
F00229185,N950WN,2024-02-07 14:00:00,0.001805,0
F00229186,N829NN,2024-02-07 14:01:00,1.5e-05,0
F00229187,N971AN,2024-02-07 14:02:00,0.000258,0
F00229188,N609SK,2024-02-07 14:03:00,0.000116,0
F00229189,N902NN,2024-02-07 14:03:00,0.000351,0
F00229190,N991NN,2024-02-07 14:03:00,0.000113,0
F00229191,N858NN,2024-02-07 14:04:00,2.3e-05,0
F00229192,N933AM,2024-02-07 14:04:00,7.1e-05,0
F00229193,N162UW,2024-02-07 14:05:00,0.0004,0
F00229194,N163SY,2024-02-07 14:05:00,0.001154,0
F00229195,N186SY,2024-02-07 14:05:00,0.013446,0
F00229196,N281WN,2024-02-07 14:05:00,0.018326,0
F00229197,N292WN,2024-02-07 14:05:00,4.9e-05,0
F00229198,N318DU,2024-02-07 14:05:00,0.000682,0
F00229199,N456WN,2024-02-07 14:05:00,0.002626,0
F00229200,N467WN,2024-02-07 14:05:00,0.022891,0
F00229201,N601UX,2024-02-07 14:05:00,0.052217,0
F00229202,N680AW,2024-02-07 14:05:00,0.000326,0
F00229203,N8785L,2024-02-07 14:05:00,0.0001,0
F00229204,N8825Q,2024-02-07 14:05:00,0.024141,0
F00229205,N118NN,2024-02-07 14:06:00,0.000328,0
F00229206,N927UW,2024-02-07 14:06:00,7.4e-05,0
F00229207,N827AN,2024-02-07 14:07:00,0.000123,0
F00229208,N124DU,2024-02-07 14:08:00,1.1e-05,0
F00229209,N320US,2024-02-07 14:09:00,5.6e-05,0
F00229210,N171SY,2024-02-07 14:10:00,0.02748,0
F00229211,N204WN,2024-02-07 14:10:00,4.2e-05,0
F00229212,N206SY,2024-02-07 14:10:00,0.000106,0
F00229213,N242SY,2024-02-07 14:10:00,0.464209,1
F00229214,N263SY,2024-02-07 14:10:00,5.4e-05,0
F00229215,N341NW,2024-02-07 14:10:00,0.000449,0
F00229216,N395DN,2024-02-07 14:10:00,0.000335,0
F00229217,N502SY,2024-02-07 14:10:00,0.007348,0
F00229218,N7823A,2024-02-07 14:10:00,0.030832,0
F00229219,N815DN,2024-02-07 14:10:00,0.019316,0
F00229220,N8312C,2024-02-07 14:10:00,0.015053,0
F00229221,N8544Z,2024-02-07 14:10:00,0.014768,0
F00229222,N8784Q,2024-02-07 14:10:00,0.001649,0
F00229223,N8826Q,2024-02-07 14:10:00,0.002011,0
F00229224,N949AT,2024-02-07 14:10:00,0.000365,0
F00229225,N508SY,2024-02-07 14:11:00,0.00033,0
F00229226,N965AN,2024-02-07 14:12:00,0.00029,0
F00229227,N840SK,2024-02-07 14:13:00,0.001331,0
F00229228,N819AW,2024-02-07 14:14:00,0.034901,0
F00229229,N106SY,2024-02-07 14:15:00,0.001193,0
F00229230,N195UW,2024-02-07 14:15:00,0.000248,0
F00229231,N259WN,2024-02-07 14:15:00,4e-05,0
F00229232,N287SY,2024-02-07 14:15:00,6.1e-05,0
F00229233,N321DH,2024-02-07 14:15:00,0.152215,1
F00229234,N356DN,2024-02-07 14:15:00,3.9e-05,0
F00229235,N3739P,2024-02-07 14:15:00,0.000127,0
F00229236,N382DA,2024-02-07 14:15:00,0.000218,0
F00229237,N402SY,2024-02-07 14:15:00,0.032211,0
F00229238,N483WN,2024-02-07 14:15:00,0.000107,0
F00229239,N526DE,2024-02-07 14:15:00,0.000341,0
F00229240,N540UW,2024-02-07 14:15:00,5.8e-05,0
F00229241,N694DL,2024-02-07 14:15:00,0.000254,0
F00229242,N7860A,2024-02-07 14:15:00,0.050843,0
F00229243,N8504G,2024-02-07 14:15:00,1.2e-05,0
F00229244,N8605E,2024-02-07 14:15:00,0.00191,0
F00229245,N860DN,2024-02-07 14:15:00,0.000133,0
F00229246,N8794Q,2024-02-07 14:15:00,0.290475,1
F00229247,N8822Q,2024-02-07 14:15:00,0.003134,0
F00229248,N8920Q,2024-02-07 14:15:00,0.000119,0
F00229249,N912NN,2024-02-07 14:15:00,0.000509,0
F00229250,N917WN,2024-02-07 14:15:00,0.002154,0
F00229251,N959DZ,2024-02-07 14:15:00,3e-05,0
F00229252,N979AN,2024-02-07 14:15:00,0.001391,0
F00229253,N947DZ,2024-02-07 14:16:00,0.000456,0
F00229254,N965AT,2024-02-07 14:16:00,5.9e-05,0
F00229255,N207PS,2024-02-07 14:19:00,0.005868,0
F00229256,N915US,2024-02-07 14:19:00,0.00018,0
F00229257,N102DU,2024-02-07 14:20:00,0.000309,0
F00229258,N160SY,2024-02-07 14:20:00,0.001531,0
F00229259,N170PQ,2024-02-07 14:20:00,0.000208,0
F00229260,N202WN,2024-02-07 14:20:00,0.000157,0
F00229261,N205WN,2024-02-07 14:20:00,0.01343,0
F00229262,N241WN,2024-02-07 14:20:00,0.002847,0
F00229263,N246LV,2024-02-07 14:20:00,0.001054,0
F00229264,N249WN,2024-02-07 14:20:00,0.000829,0
F00229265,N3751B,2024-02-07 14:20:00,0.000233,0
F00229266,N404WN,2024-02-07 14:20:00,0.465574,1
F00229267,N534DT,2024-02-07 14:20:00,0.000264,0
F00229268,N558WN,2024-02-07 14:20:00,0.304829,1
F00229269,N586NW,2024-02-07 14:20:00,0.000415,0
F00229270,N667DN,2024-02-07 14:20:00,0.000447,0
F00229271,N7741C,2024-02-07 14:20:00,0.001784,0
F00229272,N783SK,2024-02-07 14:20:00,0.002111,0
F00229273,N8583Z,2024-02-07 14:20:00,0.000164,0
F00229274,N8650F,2024-02-07 14:20:00,0.000195,0
F00229275,N8749Q,2024-02-07 14:20:00,0.000544,0
F00229276,N8792Q,2024-02-07 14:20:00,0.000299,0
F00229277,N8848Q,2024-02-07 14:20:00,0.026423,0
F00229278,N919DU,2024-02-07 14:20:00,0.000165,0
F00229279,N943SW,2024-02-07 14:20:00,0.005866,0
F00229280,N946WN,2024-02-07 14:20:00,0.000397,0
F00229281,N409AA,2024-02-07 14:21:00,0.0004,0
F00229282,N652AW,2024-02-07 14:21:00,2.5e-05,0
F00229283,N614QX,2024-02-07 14:23:00,0.000196,0
F00229284,N914UY,2024-02-07 14:24:00,0.000404,0
F00229285,N102DN,2024-02-07 14:25:00,7.4e-05,0
F00229286,N113SY,2024-02-07 14:25:00,0.001803,0
F00229287,N121DU,2024-02-07 14:25:00,2.4e-05,0
F00229288,N188SY,2024-02-07 14:25:00,0.00024,0
F00229289,N193SY,2024-02-07 14:25:00,0.00639,0
F00229290,N242WN,2024-02-07 14:25:00,4.2e-05,0
F00229291,N273WN,2024-02-07 14:25:00,0.000162,0
F00229292,N311DN,2024-02-07 14:25:00,1.6e-05,0
F00229293,N394DX,2024-02-07 14:25:00,0.000258,0
F00229294,N408WN,2024-02-07 14:25:00,4.6e-05,0
F00229295,N454WN,2024-02-07 14:25:00,5.2e-05,0
F00229296,N463SW,2024-02-07 14:25:00,0.000573,0
F00229297,N679SA,2024-02-07 14:25:00,0.005549,0
F00229298,N713UW,2024-02-07 14:25:00,0.557523,1
F00229299,N7750A,2024-02-07 14:25:00,0.000207,0
F00229300,N8547V,2024-02-07 14:25:00,0.00165,0
F00229301,N8553W,2024-02-07 14:25:00,3.6e-05,0
F00229302,N8562Z,2024-02-07 14:25:00,9.1e-05,0
F00229303,N870DC,2024-02-07 14:25:00,0.007098,0
F00229304,N8713M,2024-02-07 14:25:00,7.2e-05,0
F00229305,N8736J,2024-02-07 14:25:00,0.00282,0
F00229306,N876AS,2024-02-07 14:25:00,0.469817,1
F00229307,N8821S,2024-02-07 14:25:00,2.4e-05,0
F00229308,N900WN,2024-02-07 14:25:00,0.001913,0
F00229309,N922WN,2024-02-07 14:25:00,0.000111,0
F00229310,N937AT,2024-02-07 14:25:00,0.000263,0
F00229311,N939DZ,2024-02-07 14:25:00,8.9e-05,0
F00229312,N942WN,2024-02-07 14:25:00,0.012147,0
F00229313,N184US,2024-02-07 14:26:00,0.000561,0
F00229314,N606SK,2024-02-07 14:26:00,0.000384,0
F00229315,N722US,2024-02-07 14:26:00,0.000337,0
F00229316,N989AU,2024-02-07 14:26:00,0.000517,0
F00229317,N682DA,2024-02-07 14:29:00,0.00036,0
F00229318,N768US,2024-02-07 14:29:00,0.515569,1
F00229319,N116DU,2024-02-07 14:30:00,0.000173,0
F00229320,N133DU,2024-02-07 14:30:00,0.000536,0
F00229321,N250WN,2024-02-07 14:30:00,0.032235,0
F00229322,N284WN,2024-02-07 14:30:00,4.4e-05,0
F00229323,N285WN,2024-02-07 14:30:00,0.001871,0
F00229324,N370DN,2024-02-07 14:30:00,0.000411,0
F00229325,N3735D,2024-02-07 14:30:00,0.000268,0
F00229326,N410WN,2024-02-07 14:30:00,0.001779,0
F00229327,N458WN,2024-02-07 14:30:00,0.000162,0
F00229328,N503SY,2024-02-07 14:30:00,0.000787,0
F00229329,N525DA,2024-02-07 14:30:00,0.000635,0
F00229330,N553NW,2024-02-07 14:30:00,0.000383,0
F00229331,N618UX,2024-02-07 14:30:00,4.3e-05,0
F00229332,N623UX,2024-02-07 14:30:00,0.000169,0
F00229333,N769SW,2024-02-07 14:30:00,0.002323,0
F00229334,N7721E,2024-02-07 14:30:00,0.001751,0
F00229335,N7864B,2024-02-07 14:30:00,0.000223,0
F00229336,N8527Q,2024-02-07 14:30:00,0.000174,0
F00229337,N8659D,2024-02-07 14:30:00,0.001195,0
F00229338,N865DN,2024-02-07 14:30:00,0.000198,0
F00229339,N8764Q,2024-02-07 14:30:00,0.000236,0
F00229340,N8789Q,2024-02-07 14:30:00,0.000636,0
F00229341,N8882Q,2024-02-07 14:30:00,0.001321,0
F00229342,N900DU,2024-02-07 14:30:00,9e-05,0
F00229343,N926AN,2024-02-07 14:30:00,0.000669,0
F00229344,N944SW,2024-02-07 14:30:00,0.014708,0
F00229345,N956DZ,2024-02-07 14:30:00,6.2e-05,0
F00229346,N956WN,2024-02-07 14:30:00,0.006026,0
F00229347,N958AN,2024-02-07 14:30:00,0.000327,0
F00229348,N958NN,2024-02-07 14:30:00,0.00033,0
F00229349,N964SW,2024-02-07 14:30:00,7.9e-05,0
F00229350,N110UW,2024-02-07 14:31:00,0.000297,0
F00229351,N125AA,2024-02-07 14:31:00,0.000444,0
F00229352,N716SK,2024-02-07 14:31:00,0.000154,0
F00229353,N104UW,2024-02-07 14:33:00,0.000878,0
F00229354,N334NB,2024-02-07 14:33:00,0.00045,0
F00229355,N568UW,2024-02-07 14:33:00,2.8e-05,0
F00229356,N313SY,2024-02-07 14:34:00,7.5e-05,0
F00229357,N229WN,2024-02-07 14:35:00,0.01463,0
F00229358,N285SY,2024-02-07 14:35:00,0.000432,0
F00229359,N566WN,2024-02-07 14:35:00,0.023959,0
F00229360,N668AW,2024-02-07 14:35:00,2.7e-05,0
F00229361,N770SK,2024-02-07 14:35:00,0.00503,0
F00229362,N7822A,2024-02-07 14:35:00,0.001628,0
F00229363,N8533S,2024-02-07 14:35:00,0.001995,0
F00229364,N8545V,2024-02-07 14:35:00,0.012224,0
F00229365,N8558Z,2024-02-07 14:35:00,0.001841,0
F00229366,N8569Z,2024-02-07 14:35:00,0.000613,0
F00229367,N8673F,2024-02-07 14:35:00,0.002384,0
F00229368,N8699A,2024-02-07 14:35:00,0.00644,0
F00229369,N8771D,2024-02-07 14:35:00,0.000377,0
F00229370,N8817L,2024-02-07 14:35:00,5.2e-05,0
F00229371,N8838Q,2024-02-07 14:35:00,0.002024,0
F00229372,N929WN,2024-02-07 14:35:00,0.000137,0
F00229373,N948AN,2024-02-07 14:35:00,0.008617,0
F00229374,N952WN,2024-02-07 14:35:00,0.00101,0
F00229375,N915AT,2024-02-07 14:36:00,1.3e-05,0
F00229376,N165US,2024-02-07 14:37:00,0.0005,0
F00229377,N766SK,2024-02-07 14:37:00,0.00032,0
F00229378,N849NN,2024-02-07 14:37:00,1.2e-05,0
F00229379,N998AN,2024-02-07 14:38:00,0.000465,0
F00229380,N879NN,2024-02-07 14:39:00,0.000549,0
F00229381,N118US,2024-02-07 14:40:00,0.000166,0
F00229382,N277SY,2024-02-07 14:40:00,0.003261,0
F00229383,N283WN,2024-02-07 14:40:00,2.1e-05,0
F00229384,N294SY,2024-02-07 14:40:00,0.018405,0
F00229385,N431WN,2024-02-07 14:40:00,0.001063,0
F00229386,N436WN,2024-02-07 14:40:00,0.003591,0
F00229387,N462WN,2024-02-07 14:40:00,0.000207,0
F00229388,N479CA,2024-02-07 14:40:00,0.000929,0
F00229389,N506SY,2024-02-07 14:40:00,0.047559,0
F00229390,N561WN,2024-02-07 14:40:00,0.011766,0
F00229391,N7722B,2024-02-07 14:40:00,0.000195,0
F00229392,N7738A,2024-02-07 14:40:00,0.031045,0
F00229393,N7879A,2024-02-07 14:40:00,0.000186,0
F00229394,N804AW,2024-02-07 14:40:00,0.00021,0
F00229395,N8307K,2024-02-07 14:40:00,3.3e-05,0
F00229396,N8618N,2024-02-07 14:40:00,5.4e-05,0
F00229397,N8643A,2024-02-07 14:40:00,0.001233,0
F00229398,N8722L,2024-02-07 14:40:00,0.008743,0
F00229399,N8751R,2024-02-07 14:40:00,0.000418,0
F00229400,N8802Q,2024-02-07 14:40:00,3.1e-05,0
F00229401,N8816Q,2024-02-07 14:40:00,0.000428,0
F00229402,N895AT,2024-02-07 14:40:00,0.000282,0
F00229403,N930SW,2024-02-07 14:40:00,0.001063,0
F00229404,N968WN,2024-02-07 14:40:00,0.007768,0
F00229405,N544UW,2024-02-07 14:41:00,8.8e-05,0
F00229406,N604SK,2024-02-07 14:41:00,0.002949,0
F00229407,N925UY,2024-02-07 14:41:00,0.000268,0
F00229408,N146AA,2024-02-07 14:42:00,0.000162,0
