line_id,f_hour,f_dow,f_month,f_week,f_is_weekend,f_days_since_epoch,f_basket_lines,f_basket_units,f_basket_value,f_line_share,f_sku_age_days,f_sku_is_new,f_sku_orders,f_sku_units,f_sku_mean_price,f_account_tenure_days,f_account_known,f_acct_orders,f_acct_units,f_rate_sku,f_rate_market,f_sku_price_dispersion,f_seasonal,f_sku_velocity,f_sku_price_range,f_peak_month,f_in_peak_month,f_basket_distinct_skus,f_basket_max_line_share,f_basket_mean_line_value,f_price_vs_sku_mean,f_price_vs_market_mean,f_sku_days_since_trade,f_account_days_since_order,f_acct_prior_returns,f_sku_prior_returns,f_acct_return_rate,f_sku_trade_days,f_account_order_gap,f_segment
L00414681,10,0,11,44,0,0,65,239.0,495.79,0.013635,334.0,0,113.0,1543.0,1.868938,324.0,1,149.0,459.0,0.003666,0.022891,0.373183,0.020073,4.130836,3.43,11.0,1,60.0,0.083301,7.627538,0.904257,0.408818,9.0,29.0,0.0,0.0,0.002885,90.0,162.5,0
L00414682,10,0,11,44,0,0,65,239.0,495.79,0.013635,334.0,0,89.0,1202.0,1.862247,324.0,1,149.0,459.0,0.04117,0.022891,0.338147,0.020073,3.343305,1.98,11.0,1,60.0,0.083301,7.627538,0.907506,0.408818,5.0,29.0,0.0,4.0,0.002885,78.0,162.5,0
L00414683,10,0,11,44,0,0,65,239.0,495.79,0.030255,334.0,0,219.0,1610.0,3.823516,324.0,1,149.0,459.0,0.00204,0.022891,0.173355,0.020073,4.422472,5.32,11.0,1,60.0,0.083301,7.627538,0.980773,0.907141,0.0,29.0,0.0,0.0,0.002885,146.0,162.5,0
L00414684,10,0,11,44,0,0,65,239.0,495.79,0.030255,334.0,0,218.0,1487.0,3.883761,324.0,1,149.0,459.0,0.03146,0.022891,0.274219,0.020073,4.104775,4.23,11.0,1,60.0,0.083301,7.627538,0.965559,0.907141,0.0,29.0,0.0,7.0,0.002885,145.0,162.5,0
L00414685,10,0,11,44,0,0,65,239.0,495.79,0.013635,334.0,0,65.0,457.0,1.866154,324.0,1,149.0,459.0,0.029265,0.022891,0.321751,0.020073,1.27913,1.91,11.0,1,60.0,0.083301,7.627538,0.905606,0.408818,9.0,29.0,0.0,2.0,0.002885,58.0,162.5,0
L00414686,10,0,11,44,0,0,65,239.0,495.79,0.030255,334.0,0,115.0,851.0,3.872087,324.0,1,149.0,459.0,0.003611,0.022891,0.260724,0.020073,2.363764,4.23,11.0,1,60.0,0.083301,7.627538,0.96847,0.907141,0.0,29.0,0.0,0.0,0.002885,85.0,162.5,0
L00414687,10,0,11,44,0,0,48,564.0,1156.95,0.009076,334.0,0,68.0,2126.0,0.415294,80.0,1,85.0,877.0,0.028267,0.022891,0.008858,0.020073,5.650997,0.08,11.0,1,48.0,0.058602,24.103125,1.011331,0.1016,4.0,29.0,0.0,2.0,0.004643,57.0,81.0,0
L00414688,10,0,11,44,0,0,48,564.0,1156.95,0.011755,334.0,0,36.0,539.0,0.913889,80.0,1,85.0,877.0,0.04442,0.022891,0.128796,0.020073,1.471221,1.06,11.0,1,48.0,0.058602,24.103125,0.930091,0.205619,9.0,29.0,0.0,2.0,0.004643,33.0,81.0,0
L00414689,10,0,11,44,0,0,48,564.0,1156.95,0.012965,334.0,0,117.0,1595.0,1.422308,80.0,1,85.0,877.0,0.018157,0.022891,0.309573,0.020073,4.335593,4.98,11.0,1,48.0,0.058602,24.103125,0.878853,0.30238,2.0,29.0,0.0,2.0,0.004643,77.0,81.0,0
L00414690,10,0,11,44,0,0,48,564.0,1156.95,0.025671,178.0,0,97.0,430.0,5.205773,80.0,1,85.0,877.0,0.021261,0.022891,0.519318,0.020073,2.07868,8.7,11.0,1,48.0,0.058602,24.103125,0.950867,1.197427,0.0,29.0,0.0,2.0,0.004643,68.0,81.0,0
L00414691,10,0,11,44,0,0,48,564.0,1156.95,0.017633,334.0,0,34.0,407.0,1.119118,80.0,1,85.0,877.0,0.009028,0.022891,0.3641,0.020073,0.776812,0.85,11.0,1,48.0,0.058602,24.103125,0.759527,0.205619,11.0,29.0,0.0,0.0,0.004643,26.0,81.0,0
L00414692,10,0,11,44,0,0,48,564.0,1156.95,0.026449,334.0,0,28.0,285.0,2.697143,80.0,1,85.0,877.0,0.010157,0.022891,0.337551,0.020073,0.786158,2.96,11.0,1,48.0,0.058602,24.103125,0.945445,0.616856,1.0,29.0,0.0,0.0,0.004643,25.0,81.0,0
L00414693,10,0,11,44,0,0,48,564.0,1156.95,0.029388,87.0,0,114.0,515.0,9.042895,80.0,1,85.0,877.0,0.137967,0.022891,1.11398,0.020073,4.341667,9.33,11.0,1,48.0,0.058602,24.103125,0.939964,2.056187,0.0,29.0,0.0,18.0,0.004643,62.0,81.0,0
L00414694,10,0,11,44,0,0,48,564.0,1156.95,0.008816,335.0,0,344.0,4015.0,0.991831,80.0,1,85.0,877.0,0.015076,0.022891,0.240978,0.020073,10.843539,1.23,11.0,1,48.0,0.058602,24.103125,0.857,0.205619,0.0,29.0,0.0,5.0,0.004643,183.0,81.0,0
L00414695,10,0,11,44,0,0,48,564.0,1156.95,0.015299,335.0,0,125.0,797.0,3.16992,80.0,1,85.0,877.0,0.017155,0.022891,0.446733,0.020073,2.139326,4.12,11.0,1,48.0,0.058602,24.103125,0.930623,0.713618,0.0,29.0,0.0,2.0,0.004643,97.0,81.0,0
L00414696,10,0,11,44,0,0,48,564.0,1156.95,0.034401,177.0,0,116.0,503.0,10.587759,80.0,1,85.0,877.0,0.010938,0.022891,1.348546,0.020073,2.49641,16.45,11.0,1,48.0,0.058602,24.103125,0.939765,2.406948,4.0,29.0,0.0,1.0,0.004643,81.0,81.0,0
L00414697,10,0,11,44,0,0,48,564.0,1156.95,0.026449,334.0,0,86.0,632.0,2.544767,80.0,1,85.0,877.0,0.014033,0.022891,0.010343,0.020073,1.720621,0.45,11.0,1,48.0,0.058602,24.103125,1.002056,0.616856,0.0,29.0,0.0,1.0,0.004643,53.0,81.0,0
L00414698,10,0,11,44,0,0,48,564.0,1156.95,0.010891,37.0,0,106.0,604.0,2.329151,80.0,1,85.0,877.0,0.003869,0.022891,0.420365,0.020073,8.414035,3.21,11.0,1,48.0,0.058602,24.103125,0.901616,0.507999,0.0,29.0,0.0,0.0,0.004643,43.0,81.0,0
L00414699,10,0,11,44,0,0,48,564.0,1156.95,0.01504,333.0,0,50.0,498.0,1.572,80.0,1,85.0,877.0,0.021251,0.022891,0.23248,0.020073,1.384463,1.79,11.0,1,48.0,0.058602,24.103125,0.922392,0.350761,1.0,29.0,0.0,1.0,0.004643,37.0,81.0,0
L00414700,10,0,11,44,0,0,48,564.0,1156.95,0.01504,334.0,0,32.0,382.0,1.543125,80.0,1,85.0,877.0,0.028606,0.022891,0.187109,0.020073,0.999115,1.79,11.0,1,48.0,0.058602,24.103125,0.939652,0.350761,16.0,29.0,0.0,1.0,0.004643,25.0,81.0,0
L00414701,10,0,11,44,0,0,48,564.0,1156.95,0.01504,333.0,0,45.0,468.0,1.516222,80.0,1,85.0,877.0,0.007501,0.022891,0.135447,0.020073,1.260169,1.79,11.0,1,48.0,0.058602,24.103125,0.956324,0.350761,1.0,29.0,0.0,0.0,0.004643,35.0,81.0,0
L00414702,10,0,11,44,0,0,48,564.0,1156.95,0.017114,87.0,0,138.0,1489.0,1.848188,80.0,1,85.0,877.0,0.003086,0.022891,0.359116,0.020073,12.299057,2.5,11.0,1,48.0,0.058602,24.103125,0.892766,0.399142,0.0,29.0,0.0,0.0,0.004643,71.0,81.0,0
L00414703,10,0,11,44,0,0,48,564.0,1156.95,0.017633,178.0,0,94.0,2040.0,0.932447,80.0,1,85.0,877.0,0.056908,0.022891,0.157404,0.020073,9.802,1.79,11.0,1,48.0,0.058602,24.103125,0.91158,0.205619,0.0,29.0,0.0,6.0,0.004643,70.0,81.0,0
L00414704,10,0,11,44,0,0,48,564.0,1156.95,0.010891,37.0,0,61.0,244.0,2.177049,80.0,1,85.0,877.0,0.043056,0.022891,0.157571,0.020073,3.233333,3.1,11.0,1,48.0,0.058602,24.103125,0.964608,0.507999,0.0,29.0,0.0,3.0,0.004643,34.0,81.0,0
L00414705,10,0,11,44,0,0,48,564.0,1156.95,0.010891,37.0,0,118.0,614.0,2.252203,80.0,1,85.0,877.0,0.075997,0.022891,0.292413,0.020073,8.661404,3.21,11.0,1,48.0,0.058602,24.103125,0.93242,0.507999,0.0,29.0,0.0,10.0,0.004643,46.0,81.0,0
L00414706,10,0,11,44,0,0,48,564.0,1156.95,0.010891,37.0,0,96.0,458.0,2.278229,80.0,1,85.0,877.0,0.004203,0.022891,0.337378,0.020073,6.487719,3.1,11.0,1,48.0,0.058602,24.103125,0.921769,0.507999,0.0,29.0,0.0,0.0,0.004643,42.0,81.0,0
L00414707,10,0,11,44,0,0,48,564.0,1156.95,0.015299,335.0,0,73.0,263.0,3.18274,80.0,1,85.0,877.0,0.005242,0.022891,0.45544,0.020073,0.6875,4.12,11.0,1,48.0,0.058602,24.103125,0.926874,0.713618,4.0,29.0,0.0,0.0,0.004643,60.0,81.0,0
L00414708,10,0,11,44,0,0,48,564.0,1156.95,0.025671,334.0,0,232.0,683.0,5.29931,80.0,1,85.0,877.0,0.029712,0.022891,0.75959,0.020073,1.854648,10.39,11.0,1,48.0,0.058602,24.103125,0.934084,1.197427,0.0,29.0,0.0,7.0,0.004643,163.0,81.0,0
L00414709,10,0,11,44,0,0,48,564.0,1156.95,0.040451,45.0,0,64.0,708.0,2.081875,80.0,1,85.0,877.0,0.005804,0.022891,0.266016,0.020073,8.524242,2.56,11.0,1,48.0,0.058602,24.103125,0.936656,0.471714,0.0,29.0,0.0,0.0,0.004643,38.0,81.0,0
L00414710,10,0,11,44,0,0,48,564.0,1156.95,0.013224,334.0,0,174.0,745.0,3.091552,80.0,1,85.0,877.0,0.012822,0.022891,0.872426,0.020073,1.94517,3.07,11.0,1,48.0,0.058602,24.103125,0.824829,0.616856,4.0,29.0,0.0,2.0,0.004643,120.0,81.0,0
L00414711,10,0,11,44,0,0,48,564.0,1156.95,0.027486,334.0,0,234.0,1106.0,8.85094,80.0,1,85.0,877.0,0.131841,0.022891,1.825432,0.020073,2.984551,12.49,11.0,1,48.0,0.058602,24.103125,0.89821,1.92314,0.0,29.0,0.0,33.0,0.004643,153.0,81.0,0
L00414712,10,0,11,44,0,0,48,564.0,1156.95,0.025671,334.0,0,167.0,523.0,5.984251,80.0,1,85.0,877.0,0.066778,0.022891,1.72282,0.020073,1.425634,6.14,11.0,1,48.0,0.058602,24.103125,0.827171,1.197427,0.0,29.0,0.0,12.0,0.004643,124.0,81.0,0
L00414713,10,0,11,44,0,0,48,564.0,1156.95,0.006742,334.0,0,58.0,691.0,0.877759,80.0,1,85.0,877.0,0.00625,0.022891,0.294727,0.020073,1.65452,0.77,11.0,1,48.0,0.058602,24.103125,0.740522,0.157238,1.0,29.0,0.0,0.0,0.004643,45.0,81.0,0
L00414714,10,0,11,44,0,0,48,564.0,1156.95,0.008713,334.0,0,85.0,1270.0,0.551765,80.0,1,85.0,877.0,0.004643,0.022891,0.17672,0.020073,3.453239,0.43,11.0,1,48.0,0.058602,24.103125,0.761194,0.1016,0.0,29.0,0.0,0.0,0.004643,67.0,81.0,0
L00414715,10,0,11,44,0,0,48,564.0,1156.95,0.008816,100.0,0,104.0,1410.0,0.949038,80.0,1,85.0,877.0,0.020061,0.022891,0.183317,0.020073,11.144167,1.23,11.0,1,48.0,0.058602,24.103125,0.895643,0.205619,0.0,29.0,0.0,2.0,0.004643,53.0,81.0,0
L00414716,10,0,11,44,0,0,48,564.0,1156.95,0.058602,45.0,0,44.0,124.0,18.213636,80.0,1,85.0,877.0,0.023243,0.022891,2.870248,0.020073,1.714286,21.25,11.0,1,48.0,0.058602,24.103125,0.930621,4.100279,4.0,29.0,0.0,1.0,0.004643,32.0,81.0,0
L00414717,10,0,11,44,0,0,48,564.0,1156.95,0.021609,44.0,0,50.0,632.0,1.3256,80.0,1,85.0,877.0,0.006965,0.022891,0.142128,0.020073,8.629688,1.26,11.0,1,48.0,0.058602,24.103125,0.942969,0.30238,2.0,29.0,0.0,0.0,0.004643,34.0,81.0,0
L00414718,10,0,11,44,0,0,48,564.0,1156.95,0.044081,11.0,0,37.0,302.0,8.591351,80.0,1,85.0,877.0,0.078729,0.022891,0.45344,0.020073,4.05625,9.33,11.0,1,48.0,0.058602,24.103125,0.989367,2.056187,0.0,29.0,0.0,4.0,0.004643,23.0,81.0,0
L00414719,10,0,11,44,0,0,48,564.0,1156.95,0.044081,10.0,0,66.0,428.0,8.821061,80.0,1,85.0,877.0,0.11032,0.022891,0.741722,0.020073,6.16875,9.33,11.0,1,48.0,0.058602,24.103125,0.963603,2.056187,0.0,29.0,0.0,9.0,0.004643,28.0,81.0,0
L00414720,10,0,11,44,0,0,48,564.0,1156.95,0.051342,10.0,0,53.0,519.0,5.04,80.0,1,85.0,877.0,0.08887,0.022891,0.410943,0.020073,5.2375,6.77,11.0,1,48.0,0.058602,24.103125,0.982143,1.197427,0.0,29.0,0.0,6.0,0.004643,24.0,81.0,0
L00414721,10,0,11,44,0,0,48,564.0,1156.95,0.020226,334.0,0,27.0,183.0,2.124074,80.0,1,85.0,877.0,0.074203,0.022891,0.322359,0.020073,0.400289,2.35,11.0,1,48.0,0.058602,24.103125,0.918047,0.471714,9.0,29.0,0.0,3.0,0.004643,21.0,81.0,0
L00414722,10,0,11,44,0,0,48,564.0,1156.95,0.008816,334.0,0,49.0,570.0,0.916939,80.0,1,85.0,877.0,0.007066,0.022891,0.122949,0.020073,1.51813,0.85,11.0,1,48.0,0.058602,24.103125,0.926998,0.205619,1.0,29.0,0.0,0.0,0.004643,37.0,81.0,0
L00414723,10,0,11,44,0,0,48,564.0,1156.95,0.013224,334.0,0,261.0,1341.0,2.861686,80.0,1,85.0,877.0,0.051557,0.022891,0.561796,0.020073,3.768678,3.07,11.0,1,48.0,0.058602,24.103125,0.891083,0.616856,8.0,29.0,0.0,14.0,0.004643,168.0,81.0,0
L00414724,10,0,11,44,0,0,48,564.0,1156.95,0.008816,334.0,0,28.0,324.0,0.878929,80.0,1,85.0,877.0,0.010157,0.022891,0.055791,0.020073,0.792068,0.81,11.0,1,48.0,0.058602,24.103125,0.967087,0.205619,1.0,29.0,0.0,0.0,0.004643,25.0,81.0,0
L00414725,10,0,11,44,0,0,48,564.0,1156.95,0.023372,335.0,0,467.0,11934.0,1.967195,80.0,1,85.0,877.0,0.005108,0.022891,0.576405,0.020073,31.862921,26.04,11.0,1,48.0,0.058602,24.103125,0.859091,0.408818,0.0,29.0,0.0,2.0,0.004643,211.0,81.0,0
L00414726,10,0,11,44,0,0,48,564.0,1156.95,0.045897,335.0,0,1110.0,18505.0,3.011559,80.0,1,85.0,877.0,0.057954,0.022891,0.296606,0.020073,48.551404,3.68,11.0,1,48.0,0.058602,24.103125,0.979559,0.713618,0.0,29.0,0.0,65.0,0.004643,282.0,81.0,0
L00414727,10,0,11,44,0,0,48,564.0,1156.95,0.017114,42.0,0,82.0,620.0,1.756585,80.0,1,85.0,877.0,0.00478,0.022891,0.209929,0.020073,8.601587,2.5,11.0,1,48.0,0.058602,24.103125,0.939322,0.399142,1.0,29.0,0.0,0.0,0.004643,42.0,81.0,0
L00414728,10,0,11,44,0,0,48,564.0,1156.95,0.026449,334.0,0,115.0,897.0,2.876696,80.0,1,85.0,877.0,0.033241,0.022891,0.609441,0.020073,2.430286,3.07,11.0,1,48.0,0.058602,24.103125,0.886434,0.616856,6.0,29.0,0.0,4.0,0.004643,95.0,81.0,0
L00414729,10,0,11,44,0,0,48,564.0,1156.95,0.026449,334.0,0,137.0,1074.0,3.054161,80.0,1,85.0,877.0,0.034952,0.022891,0.854005,0.020073,2.954701,3.07,11.0,1,48.0,0.058602,24.103125,0.834927,0.616856,4.0,29.0,0.0,5.0,0.004643,111.0,81.0,0
L00414730,10,0,11,44,0,0,48,564.0,1156.95,0.012965,235.0,0,248.0,4306.0,1.312944,80.0,1,85.0,877.0,0.020476,0.022891,0.1387,0.020073,15.43463,1.89,11.0,1,48.0,0.058602,24.103125,0.952059,0.30238,0.0,29.0,0.0,5.0,0.004643,135.0,81.0,0
L00414731,10,0,11,44,0,0,48,564.0,1156.95,0.008713,334.0,0,83.0,1547.0,0.567349,80.0,1,85.0,877.0,0.014442,0.022891,0.191859,0.020073,4.293503,0.53,11.0,1,48.0,0.058602,24.103125,0.740285,0.1016,1.0,29.0,0.0,1.0,0.004643,69.0,81.0,0
L00414732,10,0,11,44,0,0,48,564.0,1156.95,0.017633,313.0,0,78.0,1815.0,0.992436,80.0,1,85.0,877.0,0.004975,0.022891,0.273872,0.020073,5.322985,1.66,11.0,1,48.0,0.058602,24.103125,0.856478,0.205619,0.0,29.0,0.0,0.0,0.004643,65.0,81.0,0
L00414733,10,0,11,44,0,0,48,564.0,1156.95,0.028394,334.0,0,341.0,1419.0,12.127918,80.0,1,85.0,877.0,0.084453,0.022891,2.268397,0.020073,3.936338,21.7,11.0,1,48.0,0.058602,24.103125,0.902876,2.648853,0.0,29.0,0.0,30.0,0.004643,199.0,81.0,0
L00414734,10,0,11,44,0,0,48,564.0,1156.95,0.008816,334.0,0,46.0,606.0,0.865652,80.0,1,85.0,877.0,0.007387,0.022891,0.036276,0.020073,1.547175,0.98,11.0,1,48.0,0.058602,24.103125,0.981919,0.205619,1.0,29.0,0.0,0.0,0.004643,35.0,81.0,0
L00414735,10,0,11,44,0,0,7,38.0,105.1,0.137964,38.0,0,26.0,231.0,1.552308,80.0,1,85.0,877.0,0.032338,0.022891,0.219645,0.020073,3.157407,1.73,11.0,1,7.0,0.14843,15.014286,0.934093,0.350761,0.0,29.0,0.0,1.0,0.004643,24.0,81.0,0
L00414736,10,0,11,44,0,0,7,38.0,105.1,0.14843,38.0,0,39.0,385.0,1.977179,80.0,1,85.0,877.0,0.025212,0.022891,0.114504,0.020073,5.531579,2.56,11.0,1,7.0,0.14843,15.014286,0.986253,0.471714,0.0,29.0,0.0,1.0,0.004643,30.0,81.0,0
L00414737,10,0,11,44,0,0,7,38.0,105.1,0.142721,37.0,0,63.0,264.0,4.086032,80.0,1,85.0,877.0,0.017922,0.022891,0.630154,0.020073,3.611864,5.56,11.0,1,7.0,0.14843,15.014286,0.917761,0.907141,0.0,29.0,0.0,1.0,0.004643,37.0,81.0,0
L00414738,10,0,11,44,0,0,7,38.0,105.1,0.142721,38.0,0,112.0,452.0,4.119375,80.0,1,85.0,877.0,0.018845,0.022891,0.679219,0.020073,6.472881,5.56,11.0,1,7.0,0.14843,15.014286,0.910332,0.907141,0.0,29.0,0.0,2.0,0.004643,46.0,81.0,0
L00414739,10,0,11,44,0,0,7,38.0,105.1,0.142721,38.0,0,55.0,228.0,3.978727,80.0,1,85.0,877.0,0.019834,0.022891,0.445593,0.020073,3.114035,5.56,11.0,1,7.0,0.14843,15.014286,0.942512,0.907141,2.0,29.0,0.0,1.0,0.004643,33.0,81.0,0
L00414740,10,0,11,44,0,0,7,38.0,105.1,0.142721,37.0,0,47.0,184.0,4.1,80.0,1,85.0,877.0,0.022202,0.022891,0.655745,0.020073,2.332203,5.56,11.0,1,7.0,0.14843,15.014286,0.914634,0.907141,0.0,29.0,0.0,1.0,0.004643,32.0,81.0,0
L00414741,10,0,11,44,0,0,7,38.0,105.1,0.142721,38.0,0,116.0,483.0,4.065948,80.0,1,85.0,877.0,0.025644,0.022891,0.589077,0.020073,6.708475,5.56,11.0,1,7.0,0.14843,15.014286,0.922294,0.907141,0.0,29.0,0.0,3.0,0.004643,49.0,81.0,0
L00414758,10,0,11,44,0,0,14,60.0,209.54,0.009306,334.0,0,266.0,3703.0,2.146692,27.0,1,64.0,263.0,0.012194,0.022891,0.423604,0.020073,10.201408,4.3,11.0,1,13.0,0.377971,14.967143,0.908374,0.471714,0.0,22.0,2.0,3.0,0.029614,156.0,11.333333,0
L00414759,10,0,11,44,0,0,14,60.0,209.54,0.056791,335.0,0,383.0,1347.0,6.540601,27.0,1,64.0,263.0,0.013617,0.022891,1.094865,0.020073,3.567978,6.68,11.0,1,13.0,0.377971,14.967143,0.909702,1.439331,0.0,22.0,2.0,5.0,0.029614,202.0,11.333333,0
L00414760,10,0,11,44,0,0,14,60.0,209.54,0.010022,334.0,0,276.0,2924.0,2.21558,27.0,1,64.0,263.0,0.015161,0.022891,0.289046,0.020073,8.059551,2.81,11.0,1,13.0,0.377971,14.967143,0.947833,0.507999,0.0,22.0,2.0,4.0,0.029614,176.0,11.333333,0
L00414761,10,0,11,44,0,0,14,60.0,209.54,0.042713,335.0,0,159.0,614.0,10.437358,27.0,1,64.0,263.0,0.097696,0.022891,2.5015,0.020073,1.567826,9.4,11.0,1,13.0,0.377971,14.967143,0.857497,2.165044,11.0,22.0,2.0,17.0,0.029614,70.0,11.333333,0
L00414762,10,0,11,44,0,0,14,60.0,209.54,0.094493,335.0,0,191.0,2561.0,1.743979,27.0,1,64.0,263.0,0.00705,0.022891,0.188296,0.020073,6.971067,1.98,11.0,1,13.0,0.377971,14.967143,0.946112,0.399142,0.0,22.0,2.0,1.0,0.029614,121.0,11.333333,0
L00414763,10,0,11,44,0,0,14,60.0,209.54,0.198769,335.0,0,447.0,1722.0,6.374698,27.0,1,64.0,263.0,0.018175,0.022891,0.818367,0.020073,4.489326,6.68,11.0,1,13.0,0.377971,14.967143,0.933378,1.439331,0.0,22.0,2.0,8.0,0.029614,219.0,11.333333,0
L00414764,10,0,11,44,0,0,14,60.0,209.54,0.020044,335.0,0,354.0,4811.0,2.249576,27.0,1,64.0,263.0,0.009325,0.022891,0.336343,0.020073,13.045787,4.3,11.0,1,13.0,0.377971,14.967143,0.933509,0.507999,0.0,22.0,2.0,3.0,0.029614,166.0,11.333333,0
L00414765,10,0,11,44,0,0,14,60.0,209.54,0.377971,335.0,0,201.0,852.0,5.893383,27.0,1,64.0,263.0,0.106278,0.022891,0.488119,0.020073,2.217232,7.77,11.0,1,13.0,0.377971,14.967143,0.839925,1.197427,1.0,22.0,2.0,23.0,0.029614,123.0,11.333333,0
L00414766,10,0,11,44,0,0,14,60.0,209.54,0.014078,334.0,0,55.0,186.0,2.982,27.0,1,64.0,263.0,0.0065,0.022891,0.106473,0.020073,0.497727,3.36,11.0,1,13.0,0.377971,14.967143,0.989269,0.713618,1.0,22.0,2.0,0.0,0.029614,51.0,11.333333,0
L00414767,10,0,11,44,0,0,14,60.0,209.54,0.088718,334.0,0,181.0,1978.0,2.106851,27.0,1,64.0,263.0,0.027301,0.022891,0.749622,0.020073,5.240282,3.3,11.0,1,13.0,0.377971,14.967143,0.802145,0.408818,0.0,22.0,2.0,5.0,0.029614,127.0,11.333333,0
L00414768,10,0,11,44,0,0,14,60.0,209.54,0.010022,334.0,0,242.0,2532.0,2.24562,27.0,1,64.0,263.0,0.013311,0.022891,0.343901,0.020073,6.969014,2.61,11.0,1,13.0,0.377971,14.967143,0.935154,0.507999,0.0,22.0,2.0,3.0,0.029614,153.0,11.333333,0
L00414769,10,0,11,44,0,0,14,60.0,209.54,0.044383,334.0,0,103.0,480.0,4.871456,27.0,1,64.0,263.0,0.036484,0.022891,0.518277,0.020073,1.303725,6.52,11.0,1,13.0,0.377971,14.967143,0.95454,1.124855,4.0,22.0,2.0,4.0,0.029614,88.0,11.333333,0
L00414770,10,0,11,44,0,0,14,60.0,209.54,0.014078,334.0,0,176.0,880.0,3.543295,27.0,1,64.0,263.0,0.007589,0.022891,0.998046,0.020073,2.406017,4.04,11.0,1,13.0,0.377971,14.967143,0.832558,0.713618,6.0,22.0,2.0,1.0,0.029614,114.0,11.333333,0
L00414771,10,0,11,44,0,0,14,60.0,209.54,0.018612,334.0,0,266.0,3703.0,2.146692,27.0,1,64.0,263.0,0.012194,0.022891,0.423604,0.020073,10.201408,4.3,11.0,1,13.0,0.377971,14.967143,0.908374,0.471714,0.0,22.0,2.0,3.0,0.029614,156.0,11.333333,0
L00414779,11,0,11,44,0,0,22,83.0,182.55,0.03232,192.0,0,382.0,2588.0,3.153377,170.0,1,264.0,1425.0,0.013651,0.022891,0.438422,0.020073,11.507944,6.95,9.0,0,22.0,0.139688,8.297727,0.935505,0.713618,0.0,1.0,12.0,5.0,0.04397,154.0,22.111111,0
L00414780,11,0,11,44,0,0,22,83.0,182.55,0.032046,335.0,0,659.0,15204.0,2.112519,170.0,1,264.0,1425.0,0.024282,0.022891,0.360088,0.020073,39.765169,3.41,9.0,0,22.0,0.139688,8.297727,0.923069,0.471714,0.0,1.0,12.0,16.0,0.04397,242.0,22.111111,0
L00414781,11,0,11,44,0,0,22,83.0,182.55,0.042728,334.0,0,413.0,5554.0,2.253341,170.0,1,264.0,1425.0,0.031149,0.022891,0.557835,0.020073,14.986798,3.41,9.0,0,22.0,0.139688,8.297727,0.865382,0.471714,0.0,1.0,12.0,13.0,0.04397,211.0,22.111111,0
L00414782,11,0,11,44,0,0,22,83.0,182.55,0.041085,236.0,0,141.0,858.0,4.045248,170.0,1,264.0,1425.0,0.009239,0.022891,0.608468,0.020073,3.05214,6.15,9.0,0,22.0,0.139688,8.297727,0.927014,0.907141,0.0,1.0,12.0,1.0,0.04397,93.0,22.111111,0
L00414783,11,0,11,44,0,0,22,83.0,182.55,0.025472,25.0,0,87.0,534.0,5.011954,170.0,1,264.0,1425.0,0.004556,0.022891,0.693249,0.020073,8.586957,5.07,9.0,0,22.0,0.139688,8.297727,0.927782,1.124855,0.0,1.0,12.0,0.0,0.04397,40.0,22.111111,0
L00414784,11,0,11,44,0,0,22,83.0,182.55,0.041085,236.0,0,142.0,732.0,4.247535,170.0,1,264.0,1425.0,0.015355,0.022891,0.902491,0.020073,2.589494,4.23,9.0,0,22.0,0.139688,8.297727,0.882865,0.907141,0.0,1.0,12.0,2.0,0.04397,96.0,22.111111,0
L00414785,11,0,11,44,0,0,22,83.0,182.55,0.037798,335.0,0,161.0,1092.0,3.864472,170.0,1,264.0,1425.0,0.019268,0.022891,0.822161,0.020073,2.625352,5.52,9.0,0,22.0,0.139688,8.297727,0.892748,0.83457,0.0,1.0,12.0,3.0,0.04397,100.0,22.111111,0
L00414786,11,0,11,44,0,0,22,83.0,182.55,0.041906,334.0,0,77.0,450.0,3.49,170.0,1,264.0,1425.0,0.005026,0.022891,1.196623,0.020073,1.193447,6.53,9.0,0,22.0,0.139688,8.297727,0.730659,0.616856,4.0,1.0,12.0,0.0,0.04397,56.0,22.111111,0
L00414787,11,0,11,44,0,0,22,83.0,182.55,0.041085,335.0,0,116.0,518.0,4.144741,170.0,1,264.0,1425.0,0.003585,0.022891,0.732812,0.020073,1.322191,5.12,9.0,0,22.0,0.139688,8.297727,0.904761,0.907141,0.0,1.0,12.0,0.0,0.04397,90.0,22.111111,0
L00414788,11,0,11,44,0,0,22,83.0,182.55,0.049028,335.0,0,159.0,614.0,10.437358,170.0,1,264.0,1425.0,0.097696,0.022891,2.5015,0.020073,1.567826,9.4,9.0,0,22.0,0.139688,8.297727,0.857497,2.165044,11.0,1.0,12.0,17.0,0.04397,70.0,22.111111,0
L00414789,11,0,11,44,0,0,22,83.0,182.55,0.041085,334.0,0,164.0,922.0,3.898171,170.0,1,264.0,1425.0,0.00265,0.022891,0.475955,0.020073,2.277247,8.47,9.0,0,22.0,0.139688,8.297727,0.96199,0.907141,0.0,1.0,12.0,0.0,0.04397,67.0,22.111111,0
L00414790,11,0,11,44,0,0,22,83.0,182.55,0.057518,51.0,0,184.0,2061.0,2.262935,170.0,1,264.0,1425.0,0.00239,0.022891,0.322814,0.020073,24.387671,3.21,9.0,0,22.0,0.139688,8.297727,0.927998,0.507999,0.0,1.0,12.0,0.0,0.04397,60.0,22.111111,0
